구분,지역단위,지역명,작업명,키워드,URL,허브 노출 여부,랜딩 200 상태 여부,canonical 정상 여부,비고
"인천","구","미추홀구","외벽보수","미추홀구 외벽보수","https://www.rainguard.co.kr/?k=%EB%AF%B8%EC%B6%94%ED%99%80%EA%B5%AC-%EC%99%B8%EB%B2%BD%EB%B3%B4%EC%88%98","Y","200","정상",""
"인천","구","연수구","창틀코킹","연수구 창틀코킹","https://www.rainguard.co.kr/?k=%EC%97%B0%EC%88%98%EA%B5%AC-%EC%B0%BD%ED%8B%80%EC%BD%94%ED%82%B9","Y","200","정상",""
"인천","구","연수구","창틀누수","연수구 창틀누수","https://www.rainguard.co.kr/?k=%EC%97%B0%EC%88%98%EA%B5%AC-%EC%B0%BD%ED%8B%80%EB%88%84%EC%88%98","Y","200","정상",""
"인천","구","연수구","빗물누수","연수구 빗물누수","https://www.rainguard.co.kr/?k=%EC%97%B0%EC%88%98%EA%B5%AC-%EB%B9%97%EB%AC%BC%EB%88%84%EC%88%98","Y","200","정상",""
"인천","구","연수구","창틀실리콘","연수구 창틀실리콘","https://www.rainguard.co.kr/?k=%EC%97%B0%EC%88%98%EA%B5%AC-%EC%B0%BD%ED%8B%80%EC%8B%A4%EB%A6%AC%EC%BD%98","Y","200","정상",""
"인천","구","연수구","샷시실리콘","연수구 샷시실리콘","https://www.rainguard.co.kr/?k=%EC%97%B0%EC%88%98%EA%B5%AC-%EC%83%B7%EC%8B%9C%EC%8B%A4%EB%A6%AC%EC%BD%98","Y","200","정상",""
"인천","구","연수구","외벽보수","연수구 외벽보수","https://www.rainguard.co.kr/?k=%EC%97%B0%EC%88%98%EA%B5%AC-%EC%99%B8%EB%B2%BD%EB%B3%B4%EC%88%98","Y","200","정상",""
"인천","구","남동구","창틀코킹","남동구 창틀코킹","https://www.rainguard.co.kr/?k=%EB%82%A8%EB%8F%99%EA%B5%AC-%EC%B0%BD%ED%8B%80%EC%BD%94%ED%82%B9","Y","200","정상",""
"인천","구","남동구","창틀누수","남동구 창틀누수","https://www.rainguard.co.kr/?k=%EB%82%A8%EB%8F%99%EA%B5%AC-%EC%B0%BD%ED%8B%80%EB%88%84%EC%88%98","Y","200","정상",""
"인천","구","남동구","빗물누수","남동구 빗물누수","https://www.rainguard.co.kr/?k=%EB%82%A8%EB%8F%99%EA%B5%AC-%EB%B9%97%EB%AC%BC%EB%88%84%EC%88%98","Y","200","정상",""
"인천","구","남동구","창틀실리콘","남동구 창틀실리콘","https://www.rainguard.co.kr/?k=%EB%82%A8%EB%8F%99%EA%B5%AC-%EC%B0%BD%ED%8B%80%EC%8B%A4%EB%A6%AC%EC%BD%98","Y","200","정상",""
"인천","구","남동구","샷시실리콘","남동구 샷시실리콘","https://www.rainguard.co.kr/?k=%EB%82%A8%EB%8F%99%EA%B5%AC-%EC%83%B7%EC%8B%9C%EC%8B%A4%EB%A6%AC%EC%BD%98","Y","200","정상",""
"인천","구","남동구","외벽보수","남동구 외벽보수","https://www.rainguard.co.kr/?k=%EB%82%A8%EB%8F%99%EA%B5%AC-%EC%99%B8%EB%B2%BD%EB%B3%B4%EC%88%98","Y","200","정상",""
"인천","구","부평구","창틀코킹","부평구 창틀코킹","https://www.rainguard.co.kr/?k=%EB%B6%80%ED%8F%89%EA%B5%AC-%EC%B0%BD%ED%8B%80%EC%BD%94%ED%82%B9","Y","200","정상",""
"인천","구","부평구","창틀누수","부평구 창틀누수","https://www.rainguard.co.kr/?k=%EB%B6%80%ED%8F%89%EA%B5%AC-%EC%B0%BD%ED%8B%80%EB%88%84%EC%88%98","Y","200","정상",""
"인천","구","부평구","빗물누수","부평구 빗물누수","https://www.rainguard.co.kr/?k=%EB%B6%80%ED%8F%89%EA%B5%AC-%EB%B9%97%EB%AC%BC%EB%88%84%EC%88%98","Y","200","정상",""
"인천","구","부평구","창틀실리콘","부평구 창틀실리콘","https://www.rainguard.co.kr/?k=%EB%B6%80%ED%8F%89%EA%B5%AC-%EC%B0%BD%ED%8B%80%EC%8B%A4%EB%A6%AC%EC%BD%98","Y","200","정상",""
"인천","구","부평구","샷시실리콘","부평구 샷시실리콘","https://www.rainguard.co.kr/?k=%EB%B6%80%ED%8F%89%EA%B5%AC-%EC%83%B7%EC%8B%9C%EC%8B%A4%EB%A6%AC%EC%BD%98","Y","200","정상",""
"인천","구","부평구","외벽보수","부평구 외벽보수","https://www.rainguard.co.kr/?k=%EB%B6%80%ED%8F%89%EA%B5%AC-%EC%99%B8%EB%B2%BD%EB%B3%B4%EC%88%98","Y","200","정상",""
"인천","구","계양구","창틀코킹","계양구 창틀코킹","https://www.rainguard.co.kr/?k=%EA%B3%84%EC%96%91%EA%B5%AC-%EC%B0%BD%ED%8B%80%EC%BD%94%ED%82%B9","Y","200","정상",""
"인천","구","계양구","창틀누수","계양구 창틀누수","https://www.rainguard.co.kr/?k=%EA%B3%84%EC%96%91%EA%B5%AC-%EC%B0%BD%ED%8B%80%EB%88%84%EC%88%98","Y","200","정상",""
"인천","구","계양구","빗물누수","계양구 빗물누수","https://www.rainguard.co.kr/?k=%EA%B3%84%EC%96%91%EA%B5%AC-%EB%B9%97%EB%AC%BC%EB%88%84%EC%88%98","Y","200","정상",""
"인천","구","계양구","창틀실리콘","계양구 창틀실리콘","https://www.rainguard.co.kr/?k=%EA%B3%84%EC%96%91%EA%B5%AC-%EC%B0%BD%ED%8B%80%EC%8B%A4%EB%A6%AC%EC%BD%98","Y","200","정상",""
"인천","구","계양구","샷시실리콘","계양구 샷시실리콘","https://www.rainguard.co.kr/?k=%EA%B3%84%EC%96%91%EA%B5%AC-%EC%83%B7%EC%8B%9C%EC%8B%A4%EB%A6%AC%EC%BD%98","Y","200","정상",""
"인천","구","계양구","외벽보수","계양구 외벽보수","https://www.rainguard.co.kr/?k=%EA%B3%84%EC%96%91%EA%B5%AC-%EC%99%B8%EB%B2%BD%EB%B3%B4%EC%88%98","Y","200","정상",""
"인천","구","서해구","창틀코킹","서해구 창틀코킹","https://www.rainguard.co.kr/?k=%EC%84%9C%ED%95%B4%EA%B5%AC-%EC%B0%BD%ED%8B%80%EC%BD%94%ED%82%B9","Y","200","정상",""
"인천","구","서해구","창틀누수","서해구 창틀누수","https://www.rainguard.co.kr/?k=%EC%84%9C%ED%95%B4%EA%B5%AC-%EC%B0%BD%ED%8B%80%EB%88%84%EC%88%98","Y","200","정상",""
"인천","구","서해구","빗물누수","서해구 빗물누수","https://www.rainguard.co.kr/?k=%EC%84%9C%ED%95%B4%EA%B5%AC-%EB%B9%97%EB%AC%BC%EB%88%84%EC%88%98","Y","200","정상",""
"인천","구","서해구","창틀실리콘","서해구 창틀실리콘","https://www.rainguard.co.kr/?k=%EC%84%9C%ED%95%B4%EA%B5%AC-%EC%B0%BD%ED%8B%80%EC%8B%A4%EB%A6%AC%EC%BD%98","Y","200","정상",""
"인천","구","서해구","샷시실리콘","서해구 샷시실리콘","https://www.rainguard.co.kr/?k=%EC%84%9C%ED%95%B4%EA%B5%AC-%EC%83%B7%EC%8B%9C%EC%8B%A4%EB%A6%AC%EC%BD%98","Y","200","정상",""
"인천","구","서해구","외벽보수","서해구 외벽보수","https://www.rainguard.co.kr/?k=%EC%84%9C%ED%95%B4%EA%B5%AC-%EC%99%B8%EB%B2%BD%EB%B3%B4%EC%88%98","Y","200","정상",""
"인천","구","검단구","창틀코킹","검단구 창틀코킹","https://www.rainguard.co.kr/?k=%EA%B2%80%EB%8B%A8%EA%B5%AC-%EC%B0%BD%ED%8B%80%EC%BD%94%ED%82%B9","Y","200","정상",""
"인천","구","검단구","창틀누수","검단구 창틀누수","https://www.rainguard.co.kr/?k=%EA%B2%80%EB%8B%A8%EA%B5%AC-%EC%B0%BD%ED%8B%80%EB%88%84%EC%88%98","Y","200","정상",""
"인천","구","검단구","빗물누수","검단구 빗물누수","https://www.rainguard.co.kr/?k=%EA%B2%80%EB%8B%A8%EA%B5%AC-%EB%B9%97%EB%AC%BC%EB%88%84%EC%88%98","Y","200","정상",""
"인천","구","검단구","창틀실리콘","검단구 창틀실리콘","https://www.rainguard.co.kr/?k=%EA%B2%80%EB%8B%A8%EA%B5%AC-%EC%B0%BD%ED%8B%80%EC%8B%A4%EB%A6%AC%EC%BD%98","Y","200","정상",""
"인천","구","검단구","샷시실리콘","검단구 샷시실리콘","https://www.rainguard.co.kr/?k=%EA%B2%80%EB%8B%A8%EA%B5%AC-%EC%83%B7%EC%8B%9C%EC%8B%A4%EB%A6%AC%EC%BD%98","Y","200","정상",""
"인천","구","검단구","외벽보수","검단구 외벽보수","https://www.rainguard.co.kr/?k=%EA%B2%80%EB%8B%A8%EA%B5%AC-%EC%99%B8%EB%B2%BD%EB%B3%B4%EC%88%98","Y","200","정상",""
"인천","읍면동","송도동","창틀코킹","송도동 창틀코킹","https://www.rainguard.co.kr/?k=%EC%86%A1%EB%8F%84%EB%8F%99-%EC%B0%BD%ED%8B%80%EC%BD%94%ED%82%B9","Y","200","정상",""
"인천","읍면동","송도동","창틀누수","송도동 창틀누수","https://www.rainguard.co.kr/?k=%EC%86%A1%EB%8F%84%EB%8F%99-%EC%B0%BD%ED%8B%80%EB%88%84%EC%88%98","Y","200","정상",""
"인천","읍면동","송도동","빗물누수","송도동 빗물누수","https://www.rainguard.co.kr/?k=%EC%86%A1%EB%8F%84%EB%8F%99-%EB%B9%97%EB%AC%BC%EB%88%84%EC%88%98","Y","200","정상",""
"인천","읍면동","송도동","창틀실리콘","송도동 창틀실리콘","https://www.rainguard.co.kr/?k=%EC%86%A1%EB%8F%84%EB%8F%99-%EC%B0%BD%ED%8B%80%EC%8B%A4%EB%A6%AC%EC%BD%98","Y","200","정상",""
"인천","읍면동","송도동","샷시실리콘","송도동 샷시실리콘","https://www.rainguard.co.kr/?k=%EC%86%A1%EB%8F%84%EB%8F%99-%EC%83%B7%EC%8B%9C%EC%8B%A4%EB%A6%AC%EC%BD%98","Y","200","정상",""
"인천","읍면동","송도동","외벽보수","송도동 외벽보수","https://www.rainguard.co.kr/?k=%EC%86%A1%EB%8F%84%EB%8F%99-%EC%99%B8%EB%B2%BD%EB%B3%B4%EC%88%98","Y","200","정상",""
"인천","읍면동","청라동","창틀코킹","청라동 창틀코킹","https://www.rainguard.co.kr/?k=%EC%B2%AD%EB%9D%BC%EB%8F%99-%EC%B0%BD%ED%8B%80%EC%BD%94%ED%82%B9","Y","200","정상",""
"인천","읍면동","청라동","창틀누수","청라동 창틀누수","https://www.rainguard.co.kr/?k=%EC%B2%AD%EB%9D%BC%EB%8F%99-%EC%B0%BD%ED%8B%80%EB%88%84%EC%88%98","Y","200","정상",""
"인천","읍면동","청라동","빗물누수","청라동 빗물누수","https://www.rainguard.co.kr/?k=%EC%B2%AD%EB%9D%BC%EB%8F%99-%EB%B9%97%EB%AC%BC%EB%88%84%EC%88%98","Y","200","정상",""
"인천","읍면동","청라동","창틀실리콘","청라동 창틀실리콘","https://www.rainguard.co.kr/?k=%EC%B2%AD%EB%9D%BC%EB%8F%99-%EC%B0%BD%ED%8B%80%EC%8B%A4%EB%A6%AC%EC%BD%98","Y","200","정상",""
"인천","읍면동","청라동","샷시실리콘","청라동 샷시실리콘","https://www.rainguard.co.kr/?k=%EC%B2%AD%EB%9D%BC%EB%8F%99-%EC%83%B7%EC%8B%9C%EC%8B%A4%EB%A6%AC%EC%BD%98","Y","200","정상",""
"인천","읍면동","청라동","외벽보수","청라동 외벽보수","https://www.rainguard.co.kr/?k=%EC%B2%AD%EB%9D%BC%EB%8F%99-%EC%99%B8%EB%B2%BD%EB%B3%B4%EC%88%98","Y","200","정상",""
"인천","읍면동","검단동","창틀코킹","검단동 창틀코킹","https://www.rainguard.co.kr/?k=%EA%B2%80%EB%8B%A8%EB%8F%99-%EC%B0%BD%ED%8B%80%EC%BD%94%ED%82%B9","Y","200","정상",""
"인천","읍면동","검단동","창틀누수","검단동 창틀누수","https://www.rainguard.co.kr/?k=%EA%B2%80%EB%8B%A8%EB%8F%99-%EC%B0%BD%ED%8B%80%EB%88%84%EC%88%98","Y","200","정상",""
"인천","읍면동","검단동","빗물누수","검단동 빗물누수","https://www.rainguard.co.kr/?k=%EA%B2%80%EB%8B%A8%EB%8F%99-%EB%B9%97%EB%AC%BC%EB%88%84%EC%88%98","Y","200","정상",""
"인천","읍면동","검단동","창틀실리콘","검단동 창틀실리콘","https://www.rainguard.co.kr/?k=%EA%B2%80%EB%8B%A8%EB%8F%99-%EC%B0%BD%ED%8B%80%EC%8B%A4%EB%A6%AC%EC%BD%98","Y","200","정상",""
"인천","읍면동","검단동","샷시실리콘","검단동 샷시실리콘","https://www.rainguard.co.kr/?k=%EA%B2%80%EB%8B%A8%EB%8F%99-%EC%83%B7%EC%8B%9C%EC%8B%A4%EB%A6%AC%EC%BD%98","Y","200","정상",""
"인천","읍면동","검단동","외벽보수","검단동 외벽보수","https://www.rainguard.co.kr/?k=%EA%B2%80%EB%8B%A8%EB%8F%99-%EC%99%B8%EB%B2%BD%EB%B3%B4%EC%88%98","Y","200","정상",""
"인천","읍면동","부평동","창틀코킹","부평동 창틀코킹","https://www.rainguard.co.kr/?k=%EB%B6%80%ED%8F%89%EB%8F%99-%EC%B0%BD%ED%8B%80%EC%BD%94%ED%82%B9","Y","200","정상",""
"인천","읍면동","부평동","창틀누수","부평동 창틀누수","https://www.rainguard.co.kr/?k=%EB%B6%80%ED%8F%89%EB%8F%99-%EC%B0%BD%ED%8B%80%EB%88%84%EC%88%98","Y","200","정상",""
"인천","읍면동","부평동","빗물누수","부평동 빗물누수","https://www.rainguard.co.kr/?k=%EB%B6%80%ED%8F%89%EB%8F%99-%EB%B9%97%EB%AC%BC%EB%88%84%EC%88%98","Y","200","정상",""
"인천","읍면동","부평동","창틀실리콘","부평동 창틀실리콘","https://www.rainguard.co.kr/?k=%EB%B6%80%ED%8F%89%EB%8F%99-%EC%B0%BD%ED%8B%80%EC%8B%A4%EB%A6%AC%EC%BD%98","Y","200","정상",""
"인천","읍면동","부평동","샷시실리콘","부평동 샷시실리콘","https://www.rainguard.co.kr/?k=%EB%B6%80%ED%8F%89%EB%8F%99-%EC%83%B7%EC%8B%9C%EC%8B%A4%EB%A6%AC%EC%BD%98","Y","200","정상",""
"인천","읍면동","부평동","외벽보수","부평동 외벽보수","https://www.rainguard.co.kr/?k=%EB%B6%80%ED%8F%89%EB%8F%99-%EC%99%B8%EB%B2%BD%EB%B3%B4%EC%88%98","Y","200","정상",""
"인천","읍면동","구월동","창틀코킹","구월동 창틀코킹","https://www.rainguard.co.kr/?k=%EA%B5%AC%EC%9B%94%EB%8F%99-%EC%B0%BD%ED%8B%80%EC%BD%94%ED%82%B9","Y","200","정상",""
"인천","읍면동","구월동","창틀누수","구월동 창틀누수","https://www.rainguard.co.kr/?k=%EA%B5%AC%EC%9B%94%EB%8F%99-%EC%B0%BD%ED%8B%80%EB%88%84%EC%88%98","Y","200","정상",""
"인천","읍면동","구월동","빗물누수","구월동 빗물누수","https://www.rainguard.co.kr/?k=%EA%B5%AC%EC%9B%94%EB%8F%99-%EB%B9%97%EB%AC%BC%EB%88%84%EC%88%98","Y","200","정상",""
"인천","읍면동","구월동","창틀실리콘","구월동 창틀실리콘","https://www.rainguard.co.kr/?k=%EA%B5%AC%EC%9B%94%EB%8F%99-%EC%B0%BD%ED%8B%80%EC%8B%A4%EB%A6%AC%EC%BD%98","Y","200","정상",""
"인천","읍면동","구월동","샷시실리콘","구월동 샷시실리콘","https://www.rainguard.co.kr/?k=%EA%B5%AC%EC%9B%94%EB%8F%99-%EC%83%B7%EC%8B%9C%EC%8B%A4%EB%A6%AC%EC%BD%98","Y","200","정상",""
"인천","읍면동","구월동","외벽보수","구월동 외벽보수","https://www.rainguard.co.kr/?k=%EA%B5%AC%EC%9B%94%EB%8F%99-%EC%99%B8%EB%B2%BD%EB%B3%B4%EC%88%98","Y","200","정상",""
"인천","읍면동","논현동","창틀코킹","논현동 창틀코킹","https://www.rainguard.co.kr/?k=%EB%85%BC%ED%98%84%EB%8F%99-%EC%B0%BD%ED%8B%80%EC%BD%94%ED%82%B9","Y","200","정상",""
"인천","읍면동","논현동","창틀누수","논현동 창틀누수","https://www.rainguard.co.kr/?k=%EB%85%BC%ED%98%84%EB%8F%99-%EC%B0%BD%ED%8B%80%EB%88%84%EC%88%98","Y","200","정상",""
"인천","읍면동","논현동","빗물누수","논현동 빗물누수","https://www.rainguard.co.kr/?k=%EB%85%BC%ED%98%84%EB%8F%99-%EB%B9%97%EB%AC%BC%EB%88%84%EC%88%98","Y","200","정상",""
"인천","읍면동","논현동","창틀실리콘","논현동 창틀실리콘","https://www.rainguard.co.kr/?k=%EB%85%BC%ED%98%84%EB%8F%99-%EC%B0%BD%ED%8B%80%EC%8B%A4%EB%A6%AC%EC%BD%98","Y","200","정상",""
"인천","읍면동","논현동","샷시실리콘","논현동 샷시실리콘","https://www.rainguard.co.kr/?k=%EB%85%BC%ED%98%84%EB%8F%99-%EC%83%B7%EC%8B%9C%EC%8B%A4%EB%A6%AC%EC%BD%98","Y","200","정상",""
